"Ê¡","ÊÐ","ÏØ","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X39","X40","X41","X42","X43","total"
32,3204,320412,165740,101600,3760,0,3229250,551770,94910,923390,55680,249880,121690,277250,314610,5111560,402930,355930,91450,1296220,540810,8434460,911370,1947600,4348270,1398310,1014930,3660090,3521280,495330,51720,11250,39683040
32,3204,320481,61740,47820,214420,0,296790,155260,174390,23970,20770,26340,50550,1580,0,1179860,96220,88830,13260,137550,828360,3934150,115510,865720,588630,411040,129080,2152430,43230,9590,149160,0,11816250
32,3204,320482,62470,7260,4120,0,387330,1709370,107580,670,0,81790,56290,5750,0,2006080,273300,21490,242800,251170,596140,150010,503060,53960,1108370,57520,64240,322680,377040,114080,32620,0,8597190
32,3205,320502,0,0,0,0,28623,0,0,0,6441,0,0,0,0,451253,5475,0,0,3669,31825,0,25301,0,4552,17547,0,64637,31224,130702,0,0,801249
32,3205,320503,285979,188779,368719,0,638902,975126,6010,6099,15428,1123451,260555,194702,0,1874880,1047834,0,331415,853394,863362,45185,330326,620796,2607123,1706670,1733738,4562052,18926774,1432566,20836,0,41020701
32,3205,320504,0,0,0,0,96472,44871,0,0,0,0,202,0,0,688,61946,0,0,689,47818,3820,1412,16644,425594,19720,26796,14306,0,22117,0,0,783095
32,3205,320505,0,2468,36463,0,245058,149409,0,112688,0,414911,218109,61963,0,1554740,161198,91826,45643,928293,543925,605015,265417,192957,1231169,1164142,1104473,2401823,13317136,2795652,70379,12462,27727319
32,3205,320506,75431,78390,52942,0,1598661,1241827,27901,59517,27684,231736,139372,162682,0,1209032,489382,104897,294478,1225325,900436,87556,132043,290103,1166856,946896,213877,2128466,3335626,265382,72136,0,16558634
32,3205,320507,35443,44484,0,0,525670,200798,80417,6133,10988,145518,40324,31170,5947,338269,67841,854183,55162,419285,277684,267442,406998,643323,350932,244674,95211,464947,1698307,74939,7006,0,7393095
32,3205,320581,181739,45536,29496,0,6637656,7571234,634374,315097,278555,2376481,102906,120296,31659,3884995,144529,1065000,766432,768512,715814,5830872,1183840,2006635,1983055,1001008,550720,3679718,5098622,1118782,76722,14737,48215022
32,3205,320582,2656867,303625,71352,0,12542661,414664,95850,36792,34243,253756,43991,125207,383362,5110425,17533,683379,602252,680297,1227865,26137099,5619614,1330106,1764601,1088119,1047426,647272,784189,26110,7457,579833,64315947
32,3205,320583,65019,1019997,222218,0,1866966,791962,568688,182588,1347036,2710450,869979,943198,34468,5073182,167472,10767,1647102,2788769,2169034,1016746,1371988,2233703,6384086,4659728,3891625,2973503,36689002,1386825,414831,20857,83521789
32,3205,320584,134558,102693,65309,0,8081948,1261728,443778,230038,76952,108047,40268,131134,69924,890500,91943,3275742,186757,753552,414626,169779,1072363,531863,1197675,761878,32394,6478381,18918815,225469,21571,0,45769685
32,3205,320585,21723,325130,40171,0,1215402,1095708,561172,21887,117580,1436568,119831,145697,419881,1326596,182761,3537115,83303,576308,301612,303729,660236,975928,1082327,347731,875023,1471515,1060635,76391,302671,190769,18875400
32,3206,320602,1677353,3454,0,91457,2304813,889623,127626,67918,35710,6731,49590,47817,34043,3321847,46558,1705254,11644,88865,459176,0,17469,1886078,824391,113872,2028381,693876,1250659,126329,45322,0,17955856
32,3206,320611,24310,3625,0,0,1123268,616341,5216,40749,24825,5838,3916,30422,0,981395,117391,1240,1011,6839,302693,529164,11663,700988,329803,50482,584323,35016,174084,49869,4837,5003,5764311
32,3206,320621,1026015,14905,86693,0,3182344,492928,13405,0,0,76070,5157,10732,0,434072,58355,716430,57993,57731,462674,694185,218211,191490,651178,313803,25905,1525703,636886,1002833,42451,0,11998149
32,3206,320623,989776,35970,124369,0,2682333,508394,94173,5227,139705,109907,18061,460204,32392,1763362,155559,142963,88071,100464,382082,281674,0,752351,115097,351940,186270,1126954,109249,42441,60169,0,10859157
32,3206,320681,866743,117214,1586,0,1859236,569811,162665,0,0,17891,17180,167919,3244,816562,417012,42820,80753,178492,322382,0,41813,212149,2713361,250283,451417,889651,234477,1209043,14610,0,11658314
32,3206,320682,715754,16676,27709,0,1620064,945141,324074,29664,0,9805,4690,18388,301059,1163659,135534,5979,503685,108957,572460,665941,85296,325819,1673921,459660,574928,959622,241586,20002,285479,67341,11862893
32,3206,320683,679324,55041,337459,0,4560977,3698866,82453,31985,100021,173775,15101,143198,16620,469896,146883,160440,31937,655543,337602,40712,15050,1129853,638341,377478,933616,1296174,1721755,977079,738100,0,19565279
32,3206,320684,68976,76417,16110,0,4002003,459539,321219,3230,7260,109562,0,304587,0,1661476,298611,459652,743918,238474,834077,783913,784975,806660,1278424,362976,343348,2072992,472652,3900,10750,0,16525701
32,3207,320703,2348264,96616,0,0,31503,20709,67085,86863,0,15976,9111,1251,22629,1384256,602240,399974,0,91598,154505,0,4401,333543,24024,145308,39696,63009,472287,18526,12896,22502,6468772
32,3207,320705,0,15156,6361,0,0,6389,0,15097,0,0,3412,0,4670,41418,2218233,10947,0,35487,320904,0,0,76914,26533,19020,11964,130872,0,28229,0,0,2971606
32,3207,320706,22219,29053,147651,0,4095,0,0,14524,0,4054,5659,2896,0,437232,27340,5434,0,19125,37093,39882,0,6714,45510,186386,18063,11754,20979,0,8798,0,1094461
32,3207,320721,470579,20167,212021,0,45536,95260,0,55682,2070,10550,12094,153332,0,201715,148990,0,2287,80475,208655,0,0,50383,272084,39630,14328,30115,7740,0,19688,5100,2158481
32,3207,320722,410593,4400,97807,0,86722,34725,8905,85688,0,17841,0,0,0,84226,0,12263,0,2420,951773,0,20007,45180,0,28322,36869,242043,0,0,19670,0,2189454
32,3207,320723,141149,43579,35579,0,87116,88338,0,30901,2574,36447,0,2511,0,283503,11668,1817,0,22741,27541,28463,286805,57613,32683,45106,0,10165,0,1037,0,0,1277336
32,3207,320724,10815,3056,176729,0,77557,22999,45550,68063,0,0,1319,4307,0,403514,11711,1917,1310,3883,27111,361519,491278,5918,44244,3341,0,12467,6377,0,0,0,1784985
32,3208,320802,208398,25898,16597,0,107276,98345,15099,23354,24354,92558,113878,14536,2722,92907,93399,17612,816201,38343,30112,135274,45101,28726,218298,116845,41091,1019289,0,29351,9619,0,3475183
32,3208,320803,135106,5446,141243,0,422976,105082,92903,56844,6983,162921,0,177883,36836,268895,66597,0,808,22729,75429,0,56744,46258,198607,13356,156611,100845,68560,0,87422,2977,2510061
32,3208,320804,288296,41297,10325,0,240204,168861,29364,182618,8453,19741,56035,36568,3881,198521,47239,3796,22873,58272,241248,472977,223189,147611,167978,80432,94733,204982,1170,0,0,0,3050664
32,3208,320811,154365,75608,14179,3724115,201018,73443,4238,0,0,28249,30786,9715,471241,724477,80542,280777,24737,49182,121901,1792127,1473,37715,144049,37129,23354,226247,11354,35201,0,0,8377222
32,3208,320826,76046,62234,476385,0,389577,222864,11419,48886,11841,29687,26027,9218,0,176091,50621,0,868,8069,27072,0,610377,27601,7092,1519,3073,32791,7752,0,4329,0,2321439
32,3208,320829,48717,8667,0,0,171600,64390,4660,102244,0,85401,838,7109,0,368560,9724,0,2500,19800,46328,106539,144850,29987,248419,15494,44378,32285,10464,37472,10534,0,1620960
32,3208,320830,384816,33689,15024,0,66727,196297,52289,30948,0,47157,0,47472,0,371109,71089,0,44015,144930,163359,474853,94955,107600,505357,51037,130565,334465,69043,15265,42298,0,3494359
32,3208,320831,214300,9125,0,0,38073,164911,0,15024,3742,49600,0,1904,0,96750,0,2905,9728,40645,34292,4711,69427,16626,219157,220793,99731,358177,23715,69760,2394,0,1765490
32,3209,320902,71242,12229,3150,0,747488,325685,59604,0,9247,50650,44680,19581,63089,285968,29230,44302,157699,91590,450178,56796,6350,8878,1111407,762660,3190496,199498,28268,2539,1300,0,7833804
32,3209,320903,448705,65671,33212,0,963419,350816,25076,0,0,94867,18833,6074,0,692652,19858,5720,11219,52790,569938,13682,3420,144332,1789470,78395,131318,395284,18888,0,17822,0,5951461
32,3209,320921,63712,25168,54,0,442607,88433,20,41724,0,18244,0,6700,0,1035438,55902,0,0,7020,29740,33391,105095,2493,94642,5810,59576,29978,0,0,0,40178,2185925
32,3209,320922,122228,767,17452,0,762871,49877,14936,15131,1481,16921,1372,0,0,1175566,264866,0,5862,6604,42677,4860,158795,5129,218250,20250,36199,52485,11280,0,30825,0,3036684
32,3209,320923,290242,21190,48630,0,538715,246972,0,28834,0,81760,33090,65103,61789,412371,118373,15750,78242,115168,522411,143140,114540,14989,436979,107364,48608,116167,48888,0,18620,0,3727935
32,3209,320924,737437,39270,70266,0,1675770,302487,106140,18653,3500,141250,0,29132,0,322651,10564,72061,1516,29910,137037,10060,31151,39313,155970,141098,40900,155643,25552,40216,5347,0,4342894
32,3209,320925,18329,105272,0,0,823821,172803,1391820,0,0,24717,15410,6091,0,704282,13674,0,61350,85708,180752,0,27661,31872,905443,513035,48042,117499,1990,4230,2050,0,5255851
32,3209,320981,366903,91309,81777,0,1918775,182663,11500,125940,0,39706,4528,60476,104665,529283,76774,91960,18607,120859,871122,77935,246176,244088,482812,411614,37477,145114,92469,0,16346,0,6450878
32,3209,320982,489254,0,83363,0,1200522,94384,11070,3270,0,57564,2950,175850,0,701800,247167,53633,44684,79066,74801,270305,10804,20135,883092,16655,72448,44397,21044,0,57360,0,4715618
32,3210,321002,20169,89536,55054,0,360198,59206,58526,0,2910,0,2004,45620,0,1513993,191946,0,33183,45939,70626,28320,0,85520,222279,345163,566137,111061,188791,329195,137819,0,4563195
32,3210,321003,17336,24303,0,0,594213,1949087,528455,56233,5505,148269,10076,402088,0,333550,92919,29400,121891,683161,413216,32546,26440,587744,1162989,889418,1778864,1294268,359031,197928,1314147,0,13053077
32,3210,321011,0,34978,0,0,151046,345112,414239,0,4456,69300,57949,217335,0,80500,86241,4902,7716,453850,114423,139029,91984,603118,701136,132868,891650,744745,1180624,544631,17538,0,7089370
32,3210,321023,157888,8386,97700,0,296539,51741,35939,29121,0,37839,633,9590,0,145682,6404,0,5409,65344,492892,76059,302086,242872,326290,56145,131135,2577472,308053,32082,13491,0,5506792
32,3210,321081,311970,0,0,0,458887,97855,53443,3095,0,38179,2863,340230,38580,966149,9350,2207981,13992,361010,113334,122227,40486,126980,212513,98593,2377021,294364,45013,0,2489,12813,8349417
32,3210,321084,353958,0,0,0,348546,554605,509109,19159,13896,168337,4937,11621,0,664159,32833,0,125661,152372,89218,216443,290393,157443,587218,125941,128907,1676924,77542,0,2003,1150,6312375
32,3210,321088,125538,35892,11852,0,720997,282954,301771,576555,38048,176440,61519,495171,97999,1831339,321356,193044,20439,165052,530198,1833120,201581,788129,1513429,1661215,1490104,2473976,161759,49638,161540,0,16320655
32,3211,321102,219007,3796,80463,0,160402,34121,27551,0,11827,3598048,17018,21547,101616,6541696,146234,0,7074,168480,268413,530120,795363,159231,525537,61319,563054,342142,251960,41587,0,0,14677606
32,3211,321111,30690,177753,0,0,16164,100346,0,0,0,1813,39375,20693,29667,306989,17271,0,14476,66443,326790,0,65590,232959,655187,232690,317171,691879,143021,0,4521,0,3491488
32,3211,321112,485741,79114,7546,0,76156,50693,58782,2431,0,0,1837,17284,667163,244895,821,85320,2118,27126,531981,90927,20972,274704,892014,59466,303463,166325,104494,3242,268385,0,4523000
32,3211,321181,232788,28759,7662,0,1019889,492821,268798,2429753,0,134735,122365,24534,1784,1294053,8267,22630,136715,176640,455373,441535,391970,3317007,1599252,431376,1419682,816361,425355,530275,42154,48013,16320546
32,3211,321182,21509,2598,0,0,128901,143730,11823,41667,0,36613,13209,33107,0,649711,77350,0,82121,248498,172989,128080,14420,873309,280137,180847,178097,3148248,109408,81855,59203,0,6717430
32,3211,321183,30065,0,8107,0,522153,690910,85761,0,24516,314042,30316,745514,24600,941617,107384,15910,86987,123187,851424,238411,153656,288820,234697,58233,545400,682637,74560,274659,104924,0,7258490
32,3212,321202,21412,37241,0,0,956825,187378,3898,972,27110,43638,20307,165092,2393633,1396120,155268,23678,69124,200903,50602,170366,279535,262618,1301215,113958,368842,3875189,83421,138763,25144,0,12372252
32,3212,321203,65065,0,86000,0,256482,59767,0,10729,18572,53519,0,23413,840331,317735,3882199,0,14095,24879,157861,60878,47244,50507,23936,111256,1402908,91752,312497,166320,26737,0,8104682
32,3212,321281,595796,26778,107448,0,356557,88826,0,10680,1518,109820,0,31525,0,312613,69676,0,11005,54535,200948,1473073,445600,2727226,804912,187890,137198,371649,74398,19218,11833,25547,8256269
32,3212,321282,152392,7988,0,0,571371,166611,25369,22605,0,40642,24834,14912,39496,500432,279798,0,35436,11300,78991,1843336,203285,1840237,1293840,204976,4163093,2008605,263457,68750,0,922,13862678
32,3212,321283,666643,141436,172743,0,813831,243772,7786,295760,5293,69934,8219,102245,0,4257183,568582,17551,26077,329097,322973,135125,378654,309010,1783341,286318,602435,366423,200645,81873,26310,4306,12223565
32,3212,321284,154035,25673,34548,0,1067181,499004,0,19449,7604,92828,13651,3052,32572,1107916,258294,48005,90317,112965,219366,431019,96443,759837,860929,1092135,972862,1491339,32397,98254,28880,0,9650555
32,3213,321302,125220,25620,1302588,0,424888,155760,0,86708,1875,8639,0,5709,0,151510,0,0,31514,43992,442938,3693,32667,84397,20080,24406,39364,150084,845,7543,0,66643,3236683
32,3213,321311,161663,135767,0,0,147534,22577,15784,64402,0,24850,16076,7758,0,314171,22023,0,21095,171855,199345,255561,364378,20225,0,5424,26299,58338,1021,425,16956,3784,2077311
32,3213,321322,166899,5223,62716,0,122907,82000,9391,958500,0,21664,3402,75018,0,138608,18717,4709,3114,4221,7597,1354,549201,9710,46307,6510,20481,175291,17981,0,8038,1993,2521552
32,3213,321323,203228,12632,0,0,343227,169220,3163,994537,0,17458,18894,11063,0,99758,28349,0,4322,14738,17919,0,57464,50111,10554,0,0,91854,0,0,18115,0,2166606
32,3213,321324,313304,13496,635058,0,68727,50689,2162,20897,4905,20529,7748,16221,0,63312,4737,0,18544,47517,19650,0,270887,8701,32207,2253,4614,10343,6022,0,4574,3117,1650214
33,3301,330102,32539,598494,0,12401543,3153,34147,7131,0,0,0,9517,4976,1833,49706,1472,0,2465050,4383,0,0,0,14132,12244,10950,2650,276973,1184,25123,3130,0,15960330
33,3301,330103,17332,0,0,0,83781,111122,1527,19107,18333,10468,106064,0,510,4070,16643,8258,0,8324,0,12393,21311,43601,3205364,72074,140659,178911,130452,2510,31316,0,4244130
33,3301,330104,65884,1105454,3180815,71982,425486,276153,240563,41459,291402,222951,258714,92652,9815,2599204,688169,362269,250302,1373337,179105,24218,16753,1205693,1950080,1054148,811578,2016995,2815941,407646,32657,0,22071425
33,3301,330105,31355,7423,0,0,145854,108836,86564,1160,14887,218280,67270,2125,449374,178487,2314838,77729,13918,107458,430339,2482044,6713,74108,638308,58533,191365,558967,195270,116430,10820,31148,8619603
33,3301,330106,575,313192,160511,0,46008,133581,8815,9301,7495,30526,231310,22539,6169,318360,994665,5780,3581,85261,73318,3535,1976,83514,316001,254239,139311,739773,1960748,508219,305493,0,6763796
33,3301,330108,97631,0,0,0,103628,36664,28783,939,187414,4504,9103,0,953,359084,45736,3340,408,40305,97781,31977,5781,192719,562996,39960,112189,397118,3630839,407618,6985,0,6404455
33,3301,330109,309626,76671,1015169,0,10254178,2880893,1252313,176432,1016342,942098,276694,622031,16259,3236072,101179,8150723,43749,1363209,1256121,397777,433017,3135208,2924271,979718,6780419,1550329,386396,61224,1038358,4164,50680640
33,3301,330110,207646,395234,196030,0,2300906,1945511,316061,225127,149117,217905,202806,96296,23718,887307,172509,18042,181436,587244,1602419,491098,499723,710178,2043171,293262,389858,1017925,967722,2520564,124662,3670,18787147
33,3301,330122,27217,206905,11534,0,1263386,248149,669583,3004,97642,42881,35468,243510,0,256304,74822,0,9518,78966,380296,440543,214753,126811,254337,168683,23229,422197,53654,8051,28453,2977,5392873
33,3301,330127,12811,12025,552013,0,437362,22783,10452,21746,2205,773,4377,0,0,40183,3105,6697,2561,5855,23460,0,0,1970,15585,54177,13692,288860,54229,12453,4342,0,1603716
33,3301,330182,44343,17405,219764,0,589134,46391,3502,45745,70092,27936,1102,0,22078,1453276,24228,1752,10281,72364,503091,275790,36437,178943,177369,27060,134294,301254,45166,9282,35683,25388,4399150
33,3301,330183,8209,56533,12097,0,494870,55000,115111,59740,71775,3671817,35697,107817,1091,466091,23369,83772,289906,219412,672410,677409,869204,938378,341166,202081,239010,2599555,416358,22628,27204,0,12777710
33,3301,330185,92909,79782,14099,0,295949,233940,106958,90335,5593,371834,1660,12927,6294,403362,572410,109832,66311,129150,378105,39564,17662,272944,251490,123264,49043,1959928,168383,41083,8453,0,5903264
33,3302,330203,0,2442,28613,0,327220,342077,0,956,1883,406254,16268,2513,0,0,1207,6643,18674,27633,0,17525,2243,30156,78272,31085,36739,363919,124665,21907,15750,0,1904644
33,3302,330204,5228,0,0,4885421,105017,74777,0,0,2869,29201,34707,71389,0,28115,14533,0,10116,65958,12042,5698,21958,59441,283423,98518,130391,158441,404093,85028,10714,0,6597078
33,3302,330205,33381,24427,9084,0,278114,112127,17851,5879,86179,19534,22205,65860,0,59813,0,0,7604,229218,162406,69220,852830,239048,565482,267264,332095,429883,282305,186776,44308,0,4402893
33,3302,330206,852076,67401,40084,0,1051560,1662666,50228,32791,28208,836613,30547,729211,1548878,4835256,84574,35993,25167,752625,285506,900547,197313,1396623,1480446,2234695,2464382,873683,5112895,89729,8506,1159,27709362
33,3302,330211,8529,20273,9583,0,565732,241716,36747,0,16956,43102,18313,77827,7407349,1605827,113582,124942,34557,158877,184578,159574,461761,412023,1833598,327831,237239,400987,288108,79248,77487,358866,15305212
33,3302,330212,243538,72595,215221,0,4255889,3781138,53898,130620,481312,418445,717462,793480,0,574490,37267,41085,116729,1595811,563359,400756,874138,1752360,3925705,1132701,2137711,3010750,1544927,514156,527195,190642,30103380
33,3302,330225,335924,74586,28359,0,1735739,19734,0,1337,46685,59909,0,20928,9817,59692,3637,10603,18832,103947,46716,124882,16770,44418,464901,543874,447904,521547,196910,380957,4384,0,5322992
33,3302,330226,24148,93629,180082,0,193122,177038,5727,7008,32216,88062,45018,788148,0,118652,23112,6385,363125,346345,18909,90924,182617,415280,908225,619360,379669,950390,91205,164834,80006,2148,6395384
33,3302,330281,292708,133959,51282,0,1066369,64468,64526,23810,218702,210562,63444,265263,2888,222299,700,406569,125477,1159763,239797,511097,350003,969183,1505802,391859,914604,3137474,447897,797565,197389,44823,13880282
33,3302,330282,261015,17874,9680,0,946849,270611,23701,21885,50399,221204,109594,333385,4540,125401,65232,1287714,62123,918565,203907,285810,496444,713704,2232781,401773,1165296,5198568,767641,251606,615475,101791,17164568
33,3302,330283,25767,95172,1745,0,236326,1277304,36918,30755,10139,61314,31534,46831,0,89327,130199,12413,13343,169419,79074,152527,68212,273822,920064,142099,1074111,433356,855021,53193,109351,0,6429336
33,3303,330302,58405,52584,0,0,71931,832516,4399469,47323,27148,29407,112491,29954,0,373055,302745,1261,39663,200895,227617,0,105284,389408,343780,175960,154644,496817,128739,554548,213589,0,9369233
33,3303,330303,25527,122803,76490,0,359413,1122257,1941353,0,94829,76831,150182,554727,4635,1269352,102225,81198,73721,2445242,395145,1941796,378954,438941,2314785,518402,180044,848276,221303,496202,232327,0,16466960
33,3303,330304,84126,13118,332773,0,50868,1205618,1778161,0,64607,98505,64547,72560,0,66207,2298,0,94284,169757,135273,0,3589,749798,164827,210429,319906,352845,374602,672043,153046,0,7233787
33,3303,330322,29405,1496,0,0,0,0,0,0,0,0,0,0,317637,15441,52279,0,0,0,4494,0,0,2089,5773,13397,22212,16524,21723,0,0,0,502470
33,3303,330324,0,0,26111,0,12859,710192,1825984,0,6470,78306,20128,103900,0,69925,0,3480,81129,68612,25405,0,20777,168053,1740057,207249,0,263892,65032,119670,568322,0,6185553
33,3303,330326,140122,5333,57714,0,67897,454380,634883,5262,59360,64076,71141,10845,0,191832,0,10016,4883,713287,28843,0,0,20393,172978,97624,105893,153245,0,23209,39767,0,3132983
33,3303,330327,145609,37582,2805,0,380147,18469,29153,0,7577,253732,707129,12401,0,12848,6679,0,0,577000,115230,294921,0,66449,47129,33373,4737,167218,0,111170,56654,0,3088012
33,3303,330328,17545,0,9839,0,9120,0,0,8689,0,0,0,0,0,4370,0,0,0,0,10057,99701,14785,0,37600,2379,13465,52573,0,0,0,0,280123
33,3303,330329,1284,0,4948,0,0,0,0,8610,0,0,0,28745,0,2475,0,0,19233,5531,0,0,0,0,12436,0,0,0,0,0,0,38619,121881
33,3303,330381,164767,79770,19516,0,722654,318990,1081019,5090,35281,88978,57044,50532,0,409416,70812,798359,608419,644218,56831,136794,183445,339473,1609919,475943,1971043,1307079,20963,325518,120906,0,11702779
33,3303,330382,10990,0,145116,0,15191,106509,40969,12401,34423,30335,12340,12988,0,274025,124941,0,142789,480752,151097,109665,592709,438242,945048,449207,1273727,11843239,1354023,137761,80162,1140,18819789
33,3304,330402,124038,175875,2740,0,581108,585322,161156,23567,40193,619066,42348,21673,11372,1074434,4369,220089,0,391602,267977,24770,6474,138786,359623,87627,244569,220615,406158,16122,38366,4247,5894286
33,3304,330411,18815,50948,1102,0,2070259,697624,318506,476,579582,62616,0,24011,0,131508,46542,720044,674594,96806,261910,10981,44759,252432,849292,247222,269264,366292,544658,201300,202417,0,8743960
33,3304,330421,69935,127268,97612,0,468949,430070,134932,951490,406548,113897,94041,122085,0,1275884,62923,4789,23671,156898,649695,369933,28535,284328,1101277,35593,88631,190575,611093,0,281498,80492,8262642
33,3304,330424,62575,0,62659,0,715542,534841,60629,3022,41139,368009,64213,40768,0,59919,25685,462899,5806,159751,189427,75200,3569,200739,688220,289690,81914,354111,34483,164317,2783,0,4751910
33,3304,330481,45586,48093,589501,0,3766698,617856,2837076,2287,95855,165661,409062,25018,0,554229,26579,677599,99130,406436,117133,83467,33504,493888,402635,208025,73814,273844,638021,2147,45321,0,12738465
33,3304,330482,14257,8380,8938,0,633697,4056846,704571,164344,115693,732525,98745,107413,169485,966072,89230,30499,69813,206666,159873,331443,30556,329546,456405,92536,171347,962709,920166,52817,83729,12704,11781005
33,3304,330483,29348,26896,0,0,2999610,622113,670258,22142,18383,184124,59562,26313,0,406563,65369,1460190,181344,64624,1492656,66633,367686,71091,67044,9756,79751,195062,166685,214425,41566,12356,9621550
33,3305,330502,69040,104757,124863,0,2147784,181514,27498,48980,3020,51357,210619,30057,3551,98415,250585,61867,2840,60589,319052,1024470,456775,778234,207982,268274,115964,200124,180801,4298,10538,0,7043848
33,3305,330503,82716,9673,4091,0,2136310,237715,364376,1340382,99819,10859,4309,0,0,521851,95081,111279,1969,36583,369599,939397,190619,69927,504551,24913,56463,1412990,345251,0,7380,0,8978103
33,3305,330521,181804,58261,90086,0,778549,614296,252849,478437,80807,112498,78734,64909,2249,679147,1410652,13988,13153,552661,694199,162996,11532,171906,426443,49661,45304,301366,95525,111566,40170,0,7573748
33,3305,330522,31437,11938,12933,0,1167993,155431,50286,34054,15756,9826,1294,10281,0,295854,12132,70613,1042,36094,1115098,30000,11663,8759,229425,22987,14922,1580503,61586,4072,12128,5428,5013535
33,3305,330523,40300,52095,68783,0,153387,67177,14305,754734,1336110,72177,4356,33992,0,49105,78687,23122,0,56704,134203,30649,146092,99025,171017,33493,19538,99969,91092,0,93087,0,3723199
33,3306,330602,56022,108900,1443925,0,4575942,778103,201099,75073,139895,208962,66603,61426,3290,564270,186516,1328089,4716,436160,223307,19004,224993,143807,346688,163143,223421,402437,359130,78413,82440,0,12505774
33,3306,330621,127277,16820,407461,0,15760081,989162,98580,11225,237362,154298,32342,78077,13147,1927356,145145,2866704,173429,914922,1725082,167426,234227,1027035,360290,537476,818492,244558,28689,86393,349882,1070,29534008
33,3306,330624,0,140870,5707,0,375828,28405,0,2723,0,16475,4655,0,12578,5624,1103075,6989,6500,325849,0,4452,9078,103099,1992554,508597,670444,45841,50791,4396,14095,0,5438625
33,3306,330681,139766,24628,72773,0,3551874,1886068,56066,87688,47759,248443,11088,66414,0,551911,311306,1028053,31164,2326466,954695,303775,2719327,399010,3627094,1655567,646985,476751,104415,13169,748143,0,22090398
33,3306,330682,71815,9968,84423,0,1413651,160536,0,2767,44841,96797,8734,25809,7637,3216054,238651,87407,34408,432572,334595,155420,946698,347113,1366962,59375,206814,2322795,68400,44777,432806,0,12221825
33,3306,330683,7953,9510,172813,0,2059700,600442,9163,10571,999,87764,21480,2859,0,66501,300012,0,30062,43210,45958,30913,53197,73397,323002,86987,42602,675094,329863,5348,4244,0,5093644
33,3307,330702,251743,169292,66657,0,331355,147677,112048,1707,27921,156863,36049,9682,7412,318153,384872,26469,14671,201666,442654,272214,177598,365396,452016,150920,1398160,229121,161815,88595,50976,5862,6059564
33,3307,330703,6273,68506,10424,0,121471,9143,54685,5902,51880,79156,15887,69547,0,101896,0,0,3495,281684,182038,158038,139758,199081,360675,42277,71555,72961,26876,80327,31025,0,2244560
33,3307,330723,2028,9031,14690,0,123564,16186,0,4111,238335,66760,38514,245892,0,314106,27014,2076,0,122423,36272,205839,188325,877827,481207,83989,279975,211590,0,14776,34032,0,3638562
33,3307,330726,39325,4184,0,0,978876,323335,120897,0,23287,142257,10505,12474,0,103327,4159,142143,9145,109213,316262,210470,17494,354925,38014,19259,207917,280704,45387,0,523307,0,4036866
33,3307,330727,14866,1479,3729,0,11792,86856,26178,13373,19235,1084,0,10586,0,17378,8785,0,2475,100376,2733,7621,1406,9355,7386,12222,1647,27548,37945,0,115321,0,541376
33,3307,330781,22633,22420,4996,0,1000685,68240,32270,0,0,37451,67688,3615,0,332857,589346,2979,10313,94597,742242,0,1562146,104077,169531,24596,25716,228873,12468,0,62679,0,5222418
33,3307,330782,85977,138959,56919,0,3366112,1336614,122749,112418,18802,118699,367037,409536,0,203267,135936,272220,8885,483890,63303,41844,18942,339621,44061,32575,27204,79225,101778,35896,1728917,1383,9752769
33,3307,330783,70483,8295,4243,0,299814,488370,167448,11205,21827,19968,4369,45161,0,333573,1125861,24981,6740,211095,69320,71487,52954,125814,209063,124472,71531,243507,1164594,6009,238461,2671,5223316
33,3307,330784,9427,12663,15334,0,82497,29523,0,0,196107,62826,32435,358751,0,243951,0,0,12377,32436,82010,244018,1402239,2427635,705935,255842,1371854,1505751,476450,16032,84901,0,9660994
33,3308,330802,29815,15269,130071,0,104798,40339,233112,62304,26489,94637,18827,433,0,2342157,63835,0,0,299926,60164,915204,103116,10262,565397,106462,43686,252283,10325,14251,1638,0,5544800
33,3308,330803,112301,23986,10785,0,39498,0,26424,22612,14720,250043,6223,4540,0,115594,0,0,0,16597,122441,5418,7377,45761,201176,34242,1162,10472,13221,0,33679,0,1118272
33,3308,330822,14901,29772,2581,0,162819,2329,0,20450,0,40385,0,2456,0,296342,8406,15394,0,7773,275775,0,55306,0,315253,3064,0,3175,22530,0,5359,0,1284070
33,3308,330824,11228,6518,26207,0,7125,1787,0,6181,6778,2312,1701,16221,0,763209,98346,5119,4634,45420,16152,0,0,11837,17583,0,0,56436,8606,41557,12706,0,1167663
33,3308,330825,164521,77617,75799,0,207353,17167,18613,185666,8060,449969,81748,2519,0,446346,0,0,3128,36176,345376,73453,14800,139094,89978,11785,38312,29776,149233,2367,24288,0,2693144
33,3308,330881,60114,66166,64304,0,147346,35320,31752,318750,35961,14279,3949,37788,0,644442,0,0,0,73141,671468,27841,59160,115210,159006,37936,43469,881186,4104,17215,13971,0,3563878
33,3309,330902,780094,2370,70215,0,684667,33029,13765,60826,10620,16981,7158,18041,86430,59507,36624,242769,24950,36569,176808,17282,0,43435,170167,387720,1034585,97262,28434,5270,0,0,4145578
33,3309,330903,1735474,14956,5870,0,1570,0,0,0,2700,6190,14380,0,0,50919,2220,0,0,9900,16131,0,10570,37170,88992,31339,2597143,19508,2358,11560,0,1880,4660830
